	day30_rep3_tbx5_ge	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe
LOC105374181	29	2	1	20	17
LOC124909452	3	3	1	9	10
IQCJ-SCHIP1	0	0	0	0	0
IQCJ	1	0	1	1	0
SCHIP1	162	95	74	383	335
MIR3919	0	0	0	0	0
IQCJ-SCHIP1-AS1	5	0	4	1	2
LOC101928351	12	2	6	9	1
LOC124906299	0	0	0	2	3
IL12A-AS1	5	0	2	1	0
IL12A	29	1	2	7	9
LINC01100	3	0	0	0	0
LOC124906252	7	0	2	2	0
C3orf80	2	3	11	18	6
TRIM59-IFT80	12	4	2	9	13
IFT80	1	1	2	5	1
SMC4	3628	981	2813	5033	4312
MIR15B	0	0	0	0	0
MIR16-2	0	0	0	0	0
TRIM59	252	84	383	315	304
KPNA4	7359	1629	3347	5107	5766
SCARNA7	2	2	4	7	12
ARL14	9	0	21	2	0
LOC124900554	0	0	0	0	0
PPM1L	500	2377	525	617	837
B3GALNT1	136	225	216	781	506
LOC124909453	5	5	2	12	3
LOC124906300	6	11	5	17	16
LOC105374186	7	1	1	3	0
NMD3	2556	1073	1769	2662	3090
LOC105374187	19	13	29	34	25
LOC112268450	9	6	52	17	11
SPTSSB	11	10	7	6	3
LOC107986150	6	0	1	1	0
LINC02067	203	297	174	268	239
OTOL1	1	1	3	0	0
LOC107986048	0	0	0	0	5
LOC107986049	0	0	0	0	1
LINC01192	2	0	0	0	1
LOC124906371	0	0	0	0	0
LOC105374188	1	0	0	0	0
LOC102724419	26	10	24	20	11
MIR1263	0	0	0	0	0
LOC105374189	0	0	0	0	0
LOC105374190	0	0	0	0	0
LOC105374191	0	28	0	2	34
LOC107986151	0	3	0	1	3
LINC01324	0	30	0	19	29
LOC107986050	4	0	0	0	0
SI	3	0	18	0	0
LOC105374192	0	0	0	0	0
SLITRK3	14	97	26	59	214
LINC01322	0	0	1	4	1
BCHE	21	881	18	548	1415
LOC124909497	0	0	0	0	0
LOC124909498	1	0	0	0	0
LOC105374194	0	0	0	0	0
LOC105374193	2	2	0	1	0
LOC105374196	1	0	0	0	0
ZBBX	9	5	3	37	33
LINC01327	0	0	0	0	0
SERPINI2	2	0	0	5	0
LOC105374197	0	0	0	0	0
WDR49	14	2	2	13	3
PDCD10	1569	559	1152	1516	1383
SERPINI1	181	342	89	451	860
LRRC77P	1	2	0	0	0
GOLIM4	1954	3323	3079	4376	5271
EGFEM1P	10	62	10	208	179
MIR551B	0	0	0	0	0
LOC105374200	0	0	0	3	3
LINC02082	0	21	1	37	64
LINC01997	1	1	0	0	3
LOC107986051	0	0	0	3	0
MECOM	389	95	433	282	232
LOC124909454	1	1	0	1	2
LOC105374206	0	0	0	0	1
MECOM-AS1	3	0	1	2	2
LOC124906301	1	0	4	2	3
TERC	6	0	1	4	1
ACTRT3	47	10	16	26	14
TRV-AAC1-1	2	0	1	1	1
MYNN	801	365	485	1474	1388
LRRC34	24	26	20	96	88
LRRIQ4	3	1	2	2	0
LRRC31	3	0	2	2	0
SAMD7	4	0	0	0	0
FHL1P1	38	4	7	15	11
SEC62	9017	4076	4735	5217	6600
GPR160	64	8	67	32	30
LOC124909455	2	2	1	5	3
LOC124909456	5	0	5	6	5
PHC3	2676	798	959	2307	3055
LOC105374209	0	0	0	0	1
PRKCI	3724	1803	2202	2039	2968
SKIL	3654	1591	4315	3029	5417
CLDN11	96	49	209	108	157
MIR6828	0	1	0	0	0
SLC7A14	11	94	10	171	161
SLC7A14-AS1	2	1	2	5	33
LOC124906302	0	0	0	0	0
LOC105374211	0	0	0	0	0
RPL22L1	591	316	734	534	603
EIF5A2	484	113	144	640	618
SLC2A2	6	0	7	485	48
TNIK	418	844	1133	4269	3256
LOC105374216	1	1	0	50	22
MIR569	0	0	0	0	1
LOC124906303	2	1	6	12	20
LOC102724479	21	35	71	226	129
PLD1	208	539	420	778	1121
LOC124906352	0	0	0	0	1
TMEM212	2	0	1	0	0
TMEM212-AS1	0	0	0	0	0
LOC105374218	4	0	2	2	2
LOC105374217	10	0	2	0	0
FNDC3B	15354	4905	6914	2871	7395
LOC124906304	69	2	51	15	14
GHSR	2	0	2	0	0
TNFSF10	6	0	6	18	10
LINC02068	0	0	1	0	0
NCEH1	196	12	167	78	103
LOC124909457	2	0	0	0	0
ECT2	609	221	1044	1445	1105
LOC124900555	1	0	0	0	0
LOC107986052	0	0	0	0	0
SPATA16	2	0	0	1	0
LOC105374221	1	0	1	1	0
LOC124906369	0	0	0	0	0
LOC105374220	4	0	0	2	0
LOC105374224	2	0	0	0	0
LOC124909458	0	0	0	0	0
NLGN1	38	134	42	411	388
LOC105374225	0	0	0	0	0
NLGN1-AS1	0	0	0	1	1
LOC105374226	0	1	1	10	11
NAALADL2	36	120	33	41	77
LOC107986027	2	2	2	9	5
LOC124906305	3	0	0	0	0
NAALADL2-AS3	0	0	0	0	0
NAALADL2-AS2	0	0	0	0	0
MIR4789	0	0	0	0	0
LOC124906366	0	0	0	0	0
NAALADL2-AS1	0	0	0	0	1
LOC124909459	0	0	0	0	0
LOC124909460	3	3	2	3	1
MIR7977	1	0	0	0	0
LOC105374230	4	1	2	1	1
LINC01208	3	2	3	4	5
LINC01209	0	0	0	0	0
TBL1XR1	3033	1814	2872	5693	5931
TBL1XR1-AS1	2	0	0	0	2
LOC107986053	1	2	0	0	0
LINC00501	1	1	1	25	16
LINC00578	2	0	0	1	5
LOC124906306	0	0	0	0	1
LOC124900562	0	0	0	0	0
LINC02015	0	1	4	14	15
LOC107986154	15	2	7	1	4
LOC105374234	3	0	0	1	3
LOC107986155	0	2	1	13	16
LOC107986156	0	0	0	0	2
LOC105374235	4	34	1	78	291
LINC01014	0	0	0	0	0
KCNMB2-AS1	6	0	0	2	6
KCNMB2	4	3	1	10	52
LOC124909461	12	0	6	8	5
LOC124906307	182	13	39	64	75
ZMAT3	6847	2957	3048	4041	7840
PIK3CA-DT	0	0	0	0	0
PIK3CA	1759	860	1180	2132	2347
LOC124900560	0	0	1	2	1
KCNMB3	52	59	42	119	104
ZNF639	1178	639	899	1222	1450
MFN1	2522	840	1470	2590	2647
GNB4	1518	1703	3960	1989	2969
ACTL6A	1107	630	1352	1440	1145
LOC124909462	22	0	10	2	9
MRPL47	2050	618	1137	2545	2041
NDUFB5	1996	1944	1230	4344	4172
LOC124906348	0	0	0	1	1
USP13	419	1135	1107	3001	3396
LOC124909464	6	1	3	14	13
PEX5L	9	14	18	37	43
PEX5L-AS2	0	0	0	0	0
LOC124909463	0	0	0	0	0
LOC124909465	2	0	0	0	0
LINC02053	0	0	0	0	0
TTC14-DT	3	0	0	3	0
LOC124900551	0	0	0	0	0
TTC14	1680	1221	1014	1183	1593
CCDC39	76	74	86	90	123
LOC101928882	0	0	0	0	2
LOC105374240	0	0	0	0	0
LOC124909466	0	0	0	1	0
FXR1	11455	3626	4263	12416	9390
DNAJC19	686	522	507	997	829
SOX2-OT	12	10	6	539	15
LOC102724604	0	0	0	0	0
SOX2	14	2	6	1685	208
LINC01206	8	0	1	1	1
LOC105374242	0	0	0	0	0
LOC105374243	0	0	0	1	0
LINC01994	2	0	0	0	0
LINC01995	1	0	0	0	1
LINC02031	0	0	0	0	0
LOC107986054	0	0	0	0	0
ATP11B-DT	4	4	3	2	1
ATP11B	1902	1606	1692	2640	4133
DCUN1D1	1556	645	960	2143	1874
LOC105374246	0	0	0	0	2
MCCC1	279	430	265	1027	1065
LOC124906309	8	44	19	41	70
LOC105374247	0	0	0	0	1
LAMP3	163	13	24	14	60
MCF2L2	119	45	109	86	123
LOC124906310	2	0	0	1	0
B3GNT5	308	114	303	256	235
LOC107986160	3	1	6	3	10
SNHG33	935	313	523	953	757
SNORA63D	0	0	1	1	0
LOC124900564	5	2	3	6	3
SNORA63E	4	7	7	9	8
KLHL6	4	2	18	4	6
KLHL6-AS1	0	0	0	0	0
LOC105374248	0	1	1	11	5
LOC107986162	13	13	12	31	20
KLHL24	2381	1233	485	4402	4451
YEATS2	1272	1472	2199	2036	2149
YEATS2-AS1	4	11	18	17	12
MAP6D1	187	132	153	163	197
PARL	2191	841	1011	1450	1639
MIR4448	0	0	0	0	0
ABCC5	1215	1280	942	1214	1784
ABCC5-AS1	3	0	0	1	2
LOC124909468	8	0	0	0	0
HTR3D	4	0	0	1	0
HTR3C	2	0	1	0	0
HTR3E-AS1	0	0	0	0	0
HTR3E	5	1	0	0	0
EIF2B5-DT	69	39	39	28	42
EIF2B5	1625	752	1173	1901	1597
DVL3	10546	5884	6691	6419	8430
AP2M1	14607	13605	16395	12365	15761
ABCF3	2419	1256	1670	1877	2257
VWA5B2	127	10	14	45	16
MIR1224	0	0	0	0	0
ALG3	1909	802	787	470	660
EEF1AKMT4-ECE2	0	0	0	0	0
EEF1AKMT4	98	34	54	18	52
CAMK2N2	45	51	24	89	33
ECE2	0	0	1	0	0
PSMD2	16827	4374	11233	7650	8244
EIF4G1	44398	10114	19552	10954	16399
SNORD66	0	0	0	0	0
FAM131A	182	446	496	421	477
CLCN2	479	139	204	149	235
LOC124906311	0	1	1	0	1
POLR2H	2799	693	1073	878	878
THPO	7	2	5	2	2
CHRD	80	10	78	62	48
LINC02054	3	0	0	3	0
LINC01839	3	0	1	0	0
LINC01840	2	0	0	1	1
LOC124909469	0	1	0	0	0
EPHB3	2944	1316	1540	3247	2903
MAGEF1	5118	1435	1516	3110	2885
LOC107986163	125	93	87	266	198
LINC02069	5	0	0	2	1
LOC105374253	5	4	2	5	2
VPS8	685	898	700	1915	1810
C3orf70	73	258	237	158	450
EHHADH-AS1	1	0	0	0	0
EHHADH	42	17	33	115	168
MIR5588	1	0	2	1	0
LOC124900548	6	9	5	26	17
MAP3K13	346	235	322	482	534
LOC124906361	1	0	0	0	0
LOC124906312	15	3	8	9	11
LOC101929018	31	9	15	41	25
TMEM41A	1279	526	1088	551	623
LOC105374254	1	13	10	27	17
LIPH	43	20	235	10	11
SENP2	2608	1183	1287	1805	2176
IGF2BP2	5495	2924	3728	4036	4205
IGF2BP2-AS1	12	0	6	1	1
LOC124906313	1	1	3	4	0
MIR548AQ	0	0	0	0	0
TRA2B	3740	2674	4660	5866	4969
NMRAL2P	6	0	1	0	2
ETV5	2097	671	992	632	1398
LOC124909470	2	0	4	0	0
LOC105374257	4	0	1	2	2
DGKG	5	21	9	37	36
LINC02020	0	0	0	0	0
LINC02052	0	0	0	0	0
LINC02051	8	5	4	4	11
CRYGS	12	6	18	9	10
TBCCD1	319	206	335	341	365
DNAJB11	27402	2113	3628	1937	2404
AHSG	255	1	945	1	9
FETUB	2	1	1	0	0
HRG-AS1	1	0	0	1	0
HRG	1	0	5	0	0
KNG1	16	2	267	0	0
EIF4A2	9107	8179	6654	22111	17033
SNORD2	6	4	7	16	18
SNORA63B	4	1	3	1	3
MIR1248	0	0	0	0	0
SNORA81	14	8	10	14	3
SNORA63	3	2	6	7	7
SNORA4	0	0	0	6	2
RFC4	706	300	737	880	608
LINC02043	9	3	3	4	3
ADIPOQ	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0
ST6GAL1	326	1132	1686	2881	3282
LOC124906314	9	2	10	36	29
RPL39L	139	113	300	448	344
LOC101929106	0	0	0	0	0
RTP1	7	0	0	2	3
MASP1	1612	2700	5577	3028	3335
LOC105374260	0	0	2	2	4
LOC101929130	5	35	25	39	45
RTP4	0	1	0	0	0
LOC124905594	0	1	0	0	1
LINC02041	0	6	19	3	4
LOC124909471	0	0	0	0	0
LOC105374262	0	0	0	0	0
SST	55	75	162	18	19
RTP2	2	1	1	0	0
LOC100131635	1	1	0	0	0
BCL6	1162	1375	920	585	1984
LOC122526776	14	29	21	9	29
LOC105374263	0	2	0	0	0
LOC105374264	3	21	19	12	10
LOC124906315	1	2	1	0	0
LOC105374265	0	0	0	2	4
LINC01991	2	0	1	0	0
LOC107986166	0	0	0	0	0
LPP-AS2	25	50	41	220	264
LPP	3537	1686	5362	6117	6731
FLJ42393	4	0	8	2	1
LPP-AS1	0	0	0	0	0
LOC124906316	0	0	1	1	1
MIR28	0	0	0	0	0
TPRG1-AS1	0	0	0	7	3
TPRG1	25	27	11	15	25
LOC107986167	0	0	1	0	0
TPRG1-AS2	0	0	0	0	0
LOC105374270	0	0	1	0	0
TP63	8	0	14	6	6
MIR944	0	0	0	0	0
P3H2	1942	1644	3144	740	1468
P3H2-AS1	7	6	4	0	4
CLDN16	5	0	2	0	6
CLDN1	238	57	339	188	577
TMEM207	0	0	0	0	0
IL1RAP	698	955	861	1119	1680
LINC02013	0	0	0	0	0
GMNC	7	13	3	0	1
SNAR-I	0	0	0	0	0
LOC107986171	0	0	0	3	0
OSTN	1	0	1	3	5
OSTN-AS1	3	1	0	0	0
UTS2B	42	16	35	28	21
CCDC50	5006	2013	4120	5122	4778
PYDC2-AS1	8	1	8	0	1
PYDC2	0	0	1	0	0
LOC124909472	1	0	0	0	0
LOC105374275	3	0	1	0	0
LOC124909473	0	0	0	0	0
LOC105374276	0	0	0	0	0
LOC105374277	2	0	0	0	0
LOC124906318	0	0	0	0	0
FGF12	67	343	25	8423	5230
LOC124906320	8	0	1	10	12
FGF12-AS1	0	0	0	0	0
FGF12-AS2	18	4	4	7	2
LOC124906347	0	0	0	0	0
LOC124906319	18	22	4	238	207
LOC107986056	2	0	0	2	3
MB21D2	379	417	501	1069	1150
LOC105374280	0	3	1	8	7
PLAAT1	140	172	72	521	459
MGC2889	9	15	6	46	50
ATP13A5	6	3	4	27	39
ATP13A5-AS1	1	0	0	8	6
ATP13A4	32	13	51	22	19
ATP13A4-AS1	0	0	0	0	0
OPA1	3783	1383	1966	4866	4756
OPA1-AS1	2	1	1	6	2
LOC102724808	4	0	1	4	0
LOC105374282	0	0	0	0	0
LOC105374283	1	3	3	0	0
LOC105374284	6	0	0	1	0
LINC02038	0	0	9	0	0
LOC105374286	0	0	0	0	0
LOC105374287	5	4	7	2	1
LINC02026	2	0	1	0	0
DPPA2P3	0	0	0	0	0
LINC02028	6	2	5	1	3
LOC102724877	8	0	2	2	0
HES1	929	823	1656	643	821
LOC107986172	0	1	0	0	0
LINC02036	0	2	1	5	1
LINC02037	0	10	0	1	3
LINC02048	4	1	1	4	0
LINC00887	5	78	4	5	15
CPN2	1	0	3	4	1
LRRC15	8	27	37	19	33
GP5	8	3	4	6	12
ATP13A3	8283	3280	6388	12437	16673
ATP13A3-DT	4	5	3	16	17
TMEM44-AS1	48	54	52	139	149
TMEM44	98	275	340	324	463
LOC105374291	6	8	12	19	23
LSG1	3582	777	1618	1310	1619
LOC124909474	4	0	1	2	1
FAM43A	440	866	716	360	588
LOC105374292	0	0	0	0	0
LINC01968	2	0	1	0	0
LINC01972	0	0	0	2	0
LOC107986173	0	0	4	1	2
LOC105374294	2	0	0	0	0
LOC105374295	0	0	0	0	1
XXYLT1	558	1486	1678	819	1064
XXYLT1-AS1	1	1	0	0	1
LOC124909476	4	1	3	1	1
MIR3137	0	0	0	0	0
XXYLT1-AS2	0	1	0	0	1
LOC105374296	1	1	1	1	0
LOC124909475	6	6	14	11	7
ACAP2	3061	867	1417	1286	2142
PPP1R2	2833	902	1139	2581	2410
APOD	13	45	14	12	33
LOC105374297	4	3	3	6	6
SDHAP2	165	102	172	449	469
MIR570HG	32	29	36	77	79
LOC124909477	21	12	17	19	49
MIR570	10	8	24	29	53
MUC20	40	10	21	85	120
MUC4	12	4	25	7	5
LOC124905352	1	0	1	1	0
LINC01983	5	0	0	2	0
LOC107984010	1	0	0	0	1
TNK2	967	1309	774	1212	1643
MIR6829	0	1	0	0	0
TNK2-AS1	33	46	20	29	34
LOC124906254	19	14	14	10	22
SDHAP1	559	336	670	424	426
LOC124909478	7	0	4	1	2
TFRC	12878	4559	4533	4121	8958
LINC00885	0	2	0	0	0
ZDHHC19	3	10	5	2	1
LOC124909479	1	1	0	2	0
LOC105374304	24	9	13	17	17
SLC51A	57	55	59	49	80
PCYT1A	3038	2242	2750	3145	4068
DYNLT2B	42	39	52	132	121
TM4SF19-DYNLT2B	0	0	0	0	0
LOC107986031	10	5	9	6	4
TM4SF19-AS1	0	8	3	9	10
TM4SF19	0	0	0	0	0
UBXN7	4213	1090	2026	2013	2790
UBXN7-AS1	4	13	7	6	15
RNF168	1816	345	1010	530	668
LOC105374306	12	2	7	7	5
LOC105374307	1	2	0	0	3
SMCO1	2	25	2	73	73
WDR53	523	124	263	277	265
FBXO45	872	184	767	599	664
LINC01063	11	3	7	0	2
NRROS	19	1	9	3	5
CEP19	61	61	82	129	154
PIGX	378	459	556	699	779
PAK2	4446	1307	3659	2603	3626
SENP5	2858	1318	1902	1576	2164
NCBP2	3373	1618	2094	2205	2561
NCBP2-AS1	15	8	12	5	3
NCBP2AS2	1651	791	743	890	833
PIGZ	44	182	68	175	145
LOC124906255	5	22	11	8	9
MELTF	867	1351	1281	199	814
MELTF-AS1	25	36	37	54	59
DLG1	1458	1950	1939	2819	4019
MIR4797	0	0	0	0	0
DLG1-AS1	4	1	1	1	1
LOC101926923	0	1	1	1	0
LOC105374308	9	1	2	0	0
LOC105374309	0	0	0	0	0
LINC02012	3	0	2	10	9
BDH1	56	104	64	129	182
SDHAP4	164	270	283	475	446
LOC112268458	8	10	9	23	17
LOC124909481	39	22	33	26	61
LOC124906331	28	0	4	5	9
RUBCN	1952	381	854	758	1028
MIR922	0	0	0	0	0
FYTTD1	4080	1871	2814	3908	4583
LRCH3	1571	992	1194	2482	2356
LOC124909482	0	0	0	1	0
LOC105374310	3	1	5	8	4
IQCG	82	170	121	199	219
LOC124906330	126	83	51	32	41
RPL35A	12221	11320	9484	14145	12980
LMLN	78	124	99	166	251
LMLN-AS1	0	0	0	0	0
ANKRD18DP	1	0	0	0	0
FAM157A	85	20	26	43	77
LOC124905354	0	0	0	0	0
LOC105379426	0	0	0	4	3
LOC101928669	60	9	17	39	42
LOC124905316	0	0	2	8	8
ZNF595	224	100	176	263	207
LOC124900641	5	3	4	10	14
ZNF718	110	72	161	94	71
ZNF876P	57	18	76	64	36
LOC124900642	6	7	2	23	6
ZNF732	18	10	61	40	23
LOC105374336	0	1	1	2	1
ZNF141	298	228	403	670	462
MIR571	0	0	1	1	0
ABCA11P	122	147	134	291	245
ZNF721	1249	234	387	859	590
PIGG	2743	1015	1371	961	1330
TMEM271	0	7	1	16	1
LOC105374338	1	0	0	9	0
LOC124900162	0	0	0	0	0
PDE6B	78	213	114	388	350
PDE6B-AS1	2	3	3	4	0
ATP5ME	3378	2429	1836	2631	2547
MYL5	206	310	158	268	309
SLC49A3	79	3	33	6	11
LOC124900643	9	1	1	0	0
PCGF3	1376	1474	2064	1570	2033
LOC124900172	4	0	3	2	4
LOC107986246	17	10	6	17	34
LOC124900644	0	0	0	1	1
LOC124900163	90	43	73	118	131
PCGF3-AS1	292	159	207	145	178
CPLX1	89	36	31	109	16
LOC105374339	19	30	10	5	4
LOC105374340	7	3	15	10	9
GAK	4165	1954	2538	1804	2311
LOC105374341	21	2	0	5	5
TMEM175	158	770	279	389	567
DGKQ	1017	931	1115	478	883
LOC124900645	11	4	5	2	1
SLC26A1	43	86	54	57	94
IDUA	212	779	199	256	502
LOC124900646	2	5	6	3	5
FGFRL1	1857	1351	1793	934	1181
LOC105374343	3	0	1	0	1
RNF212	18	34	19	10	41
LOC124900647	9	20	6	4	20
LOC105374344	0	0	0	0	0
TMED11P	0	1	1	0	1
LOC124900184	0	0	0	0	0
LOC124900837	6	1	2	1	3
SPON2	2325	2895	1915	34	4051
LOC100130872	3	4	4	1	4
LOC124900164	1	7	1	0	2
CTBP1-AS	65	67	88	53	59
CTBP1	2868	2455	2979	2436	2717
CTBP1-DT	386	445	531	329	434
LOC105374347	4	0	0	2	1
LOC105374346	2	1	1	7	1
MAEA	4415	1589	2061	2505	2583
UVSSA	486	537	650	500	847
NKX1-1	0	0	0	1	0
LOC105374348	0	0	0	3	0
FAM53A	105	125	104	63	136
LOC105374349	1	0	0	0	2
SLBP	2973	919	2469	1437	1561
TMEM129	673	2318	1213	1549	2438
TACC3	787	449	1439	1255	1064
LOC112268460	5	4	6	9	12
LOC124900648	0	0	0	2	1
FGFR3	765	182	795	1139	265
LETM1	3243	1280	2256	1526	2000
NSD2	1834	1615	2930	4703	4198
SCARNA22	2	0	0	5	1
NELFA	2984	1064	1147	1618	1424
MIR943	5	0	1	0	1
LOC124900839	76	44	15	12	15
C4orf48	1288	1695	1516	804	712
NAT8L	704	1675	503	923	748
POLN	21	14	31	39	25
HAUS3	559	159	332	498	430
MXD4	3570	8276	4269	2598	4293
MIR4800	0	0	0	0	0
ZFYVE28	13	51	16	30	32
LOC124900649	0	2	1	1	3
LOC105374352	5	1	0	3	0
LOC107986249	2	3	2	9	4
CFAP99	12	1	2	2	1
LOC105374353	2	2	0	0	3
LOC107986250	42	10	7	20	10
RNF4	4779	1810	2348	2147	2613
FAM193A	2396	850	1027	1661	1704
TNIP2	2358	926	1438	1007	1036
LOC102723763	0	0	0	6	0
SH3BP2	764	1332	1285	1148	1641
ADD1	6532	7180	7188	8711	9696
MFSD10	3240	1742	2269	1307	1218
NOP14-AS1	159	216	198	271	297
NOP14	2931	742	1307	1206	1670
GRK4	176	154	176	176	197
HTT-AS	1	1	0	0	2
HTT	2565	1376	2491	2603	3198
MSANTD1	18	7	11	8	3
RGS12	539	806	956	1218	1183
HGFAC	21	62	21	139	114
DOK7	41	81	23	1273	826
LOC105374355	28	20	14	83	124
LRPAP1	10051	5199	4564	7823	8594
LOC124900650	1	0	1	3	0
LINC00955	0	0	0	0	0
LOC112268461	0	0	0	0	0
LOC105374357	0	0	1	1	0
LINC02171	0	0	0	0	0
ADRA2C	70	92	152	46	57
LOC124900651	0	0	1	0	0
LOC124900652	5	0	2	6	5
FAM86EP	32	33	65	110	138
LOC105374358	0	2	2	0	2
LOC105374359	0	0	0	1	0
LOC101928217	12	0	21	14	9
LOC107986252	1	0	0	1	0
OTOP1	0	0	0	0	0
TMEM128	727	391	329	683	705
LYAR	1533	220	660	538	525
ZBTB49	509	114	152	218	223
LOC112268462	1	0	0	1	0
NSG1	540	505	639	548	702
STX18	2104	753	851	1206	1439
STX18-IT1	0	0	0	0	0
LOC107986254	1	0	2	1	0
LOC124900165	17	10	12	14	19
STX18-AS1	2	8	4	6	9
LINC03091	8	0	1	3	4
SNORD162	1	0	1	0	0
LOC101928279	2	7	4	7	15
LINC01396	1	0	0	0	8
MSX1	1485	414	636	243	830
LOC101928306	0	0	0	0	0
LOC107986218	0	0	0	0	0
CYTL1	21	44	24	8	64
STK32B	15	21	33	48	21
LOC107986256	0	0	0	0	0
LINC01587	3	0	1	0	2
EVC2	145	39	114	28	70
LOC124900166	4	2	10	3	1
EVC	418	931	920	589	1210
CRMP1	772	555	740	3363	1473
C4orf50	4	1	3	8	4
MIR378D1	0	0	0	0	0
JAKMIP1	10	1	7	7	3
LOC128125818	0	0	0	0	0
JAKMIP1-DT	1	0	0	0	0
WFS1	4714	2608	1823	1553	1812
PPP2R2C	11	5	8	56	4
LOC105374365	0	0	0	0	0
MAN2B2	1724	2305	1124	470	1285
LOC124900653	78	4	7	11	11
MRFAP1	20323	6819	9369	13953	14230
LINC02482	41	33	37	56	33
LOC93622	610	415	511	494	483
LINC02481	9	2	4	3	3
S100P	0	1	2	3	0
MRFAP1L1	3238	1344	1504	3161	2652
LOC105378240	8	0	2	5	1
BLOC1S4	1567	703	953	482	730
LOC105374367	1	0	0	0	0
KIAA0232	1471	1559	1648	3867	4067
TBC1D14	490	557	625	701	709
LOC100129931	18	6	16	2	9
CCDC96	381	62	103	59	103
TADA2B	2483	678	1026	1085	1539
GRPEL1	2330	554	1189	1244	1358
LOC105374368	20	8	7	2	5
LOC105374370	3	0	1	7	7
LINC02447	2	1	2	7	8
SORCS2	24	337	284	326	841
LOC105374371	0	6	1	5	13
MIR4798	0	0	0	0	0
PSAPL1	8	37	78	2	1
MIR4274	0	0	0	0	1
LOC124900655	0	1	1	1	1
LOC124900654	0	0	2	1	1
AFAP1-AS1	10	13	15	11	23
AFAP1	1451	4163	4127	2200	4263
LOC124900656	1	0	0	0	2
LOC389199	0	6	2	1	3
ABLIM2	19	53	20	131	118
LOC124900657	22	48	20	14	42
MIR95	0	0	0	0	0
SH3TC1	132	130	196	20	100
LOC105374373	4	0	5	2	6
HTRA3	32	32	260	118	353
LINC02517	1	20	1	81	88
LOC124900658	1	0	0	1	1
ACOX3	1106	1416	1245	2519	4018
TRMT44	1209	338	331	535	565
GPR78	4	0	10	1	0
CPZ	960	3001	1012	21	991
LOC124900659	38	57	34	6	14
LOC101928532	0	0	0	0	0
HMX1	76	15	53	20	5
LOC105369250	45	53	126	43	51
LOC124900663	0	0	3	3	2
FAM90A26	0	0	0	4	0
LOC124900661	0	0	0	0	0
USP17L10	0	0	0	0	0
USP17L11	0	0	0	0	0
USP17L12	0	0	0	0	0
USP17L13	0	0	0	0	0
USP17L15	0	0	0	0	0
USP17L17	0	0	0	0	0
USP17L18	0	0	0	0	0
USP17L19	0	0	0	0	0
USP17L20	0	0	0	0	0
USP17L21	0	0	0	0	0
USP17L22	0	0	0	0	0
USP17L24	0	0	0	0	0
USP17L25	0	0	0	0	0
USP17L26	0	0	0	0	0
USP17L5	0	0	0	0	0
USP17L27	0	0	0	0	0
USP17L28	0	0	0	0	0
USP17L29	0	0	0	0	0
USP17L9P	0	0	0	0	0
USP17L30	0	0	0	0	0
USP17L6P	0	0	0	0	0
DEFB131A	0	0	0	0	0
LOC124900662	0	0	0	0	0
MIR548I2	0	0	0	0	0
LOC124900660	30	13	39	20	12
SLC2A9	44	125	45	80	58
DRD5	0	0	3	1	1
SLC2A9-AS1	3	1	0	1	1
LOC124900664	1	0	0	1	0
LOC124900665	5	4	19	15	11
WDR1	20632	11207	28209	17566	17336
MIR3138	6	1	7	0	2
LOC124900666	1	0	3	1	3
LOC124900667	1	0	0	5	0
LOC107986260	0	0	0	0	0
ZNF518B	1473	419	868	1600	1272
CLNK	4	0	4	0	1
LOC105374482	0	0	0	0	0
LOC105374481	0	0	0	0	0
LOC105374480	2	0	1	0	0
LINC02498	0	0	0	0	0
LOC105374479	0	0	0	0	0
LOC105374488	0	0	0	0	0
MIR572	0	0	0	0	0
HS3ST1	130	28	149	65	38
LOC107986178	2	1	1	1	2
LINC02360	0	0	0	0	0
MIR12113	0	0	0	0	0
LOC105374489	0	0	0	0	1
LOC107986179	0	0	0	0	0
LINC02270	0	0	0	1	0
LOC105374492	6	5	1	3	1
LOC105374490	0	0	0	5	7
LOC107986181	2	0	3	0	1
LOC105374493	10	2	10	11	7
LOC124900668	5	1	5	5	6
RAB28	276	312	360	699	732
LOC105374495	1	0	0	0	1
LOC124900669	0	0	0	1	0
LINC01097	0	0	0	1	0
NKX3-2	190	45	62	22	35
LINC01096	17	0	6	2	0
BOD1L1	5653	1841	2180	4265	5040
MIR5091	1	1	1	0	1
LINC01182	0	0	1	3	5
LOC101929048	2	10	1	19	49
LOC107986182	8	226	6	268	1121
LINC01085	1	0	1	2	10
LOC124900670	1	0	0	0	2
LINC00504	2	3	11	3	6
LOC105374496	0	0	0	2	1
CPEB2-DT	2	3	3	4	10
LOC105374498	0	0	0	0	0
CPEB2	1472	334	765	1234	1715
C1QTNF7-AS1	9	1	7	5	6
LOC124900673	0	0	0	0	0
C1QTNF7	4	178	10	2	6
LOC107986185	0	2	0	0	0
CC2D2A	141	507	328	646	707
LOC124900672	0	0	2	0	0
LOC124900671	5	1	1	7	6
FBXL5	1812	1233	1882	2135	2538
FAM200B	968	755	1265	805	1031
BST1	60	399	282	28	79
LOC107986186	0	0	0	0	0
CD38	1	8	14	27	15
FGFBP1	1	2	8	0	0
FGFBP2	5	4	4	4	2
