	day32_rep1_wt	day32_rep2_wt	day32_rep1_mut	day32_rep2_mut
LOC105378969	1	3	3	3
LOC124900976	3	9	13	10
ESM1	1	0	0	0
LOC102467081	0	0	0	0
GZMK	0	0	0	0
LOC105378971	0	0	0	0
GZMA	0	0	1	0
CDC20B	0	1	2	3
GPX8	668	591	457	466
MIR449A	0	0	0	0
MIR449B	0	0	0	0
MIR449C	0	0	0	0
MCIDAS	0	0	0	0
LOC124900978	0	0	0	0
CCNO	4	1	4	0
DHX29	384	404	398	391
LOC105378973	18	13	15	13
MTREX	865	977	772	725
LOC124900979	123	122	78	81
LOC107986415	3	6	3	2
LOC124900977	3	3	3	1
PLPP1	117	97	126	126
MIR5687	3	0	5	2
RNF138P1	78	77	84	65
LOC124900980	0	0	0	0
SLC38A9	64	64	63	61
DDX4	2	1	2	0
IL31RA	64	76	6	2
IL6ST	2241	2133	2804	2561
IL6ST-DT	8	5	5	3
LOC124901197	0	0	1	0
LOC105378976	0	0	0	1
ANKRD55	1	3	6	4
LOC101928419	29	14	55	50
LOC105378977	0	0	0	1
LINC01948	0	0	5	2
C5orf67	0	0	0	0
LOC105378979	0	0	2	0
MAP3K1	316	345	591	544
LOC105378980	3	3	2	1
SETD9	80	87	114	95
MIER3	269	297	252	195
LOC124900981	0	0	1	0
GPBP1	1165	1204	1042	973
LOC107986381	1	0	1	0
ACTBL2	1	4	0	0
LOC102724122	0	1	1	0
LNCBRM	0	0	0	1
LOC124901182	0	0	1	0
LOC101928505	0	1	1	0
LINC02225	1	0	2	1
LOC124901183	0	0	0	0
LOC124901202	0	0	0	0
LINC02101	0	0	0	1
LOC105378983	0	0	0	0
LOC105378984	0	0	0	0
PLK2	239	242	297	320
GAPT	0	1	0	0
MIR548AE2	0	0	0	0
LINC02108	0	0	0	0
RAB3C	24	18	30	39
PDE4D	6056	6238	3872	3724
LOC107986347	21	23	13	20
MIR582	0	0	0	0
LOC105378988	0	0	1	0
LOC107986350	4	6	5	6
PART1	7	3	2	3
DEPDC1B	74	75	71	63
LOC124900982	1	0	0	0
ELOVL7	12	9	15	11
ERCC8	219	198	215	196
ERCC8-AS1	8	9	2	7
NDUFAF2	64	65	106	88
SMIM15	168	164	183	147
SMIM15-AS1	3	0	1	0
LINC02057	0	0	0	0
LOC105378993	0	0	1	0
LOC105378994	0	2	0	0
ZSWIM6	581	643	697	772
C5orf64	1	1	1	3
LOC101928651	0	1	1	2
C5orf64-AS1	1	0	0	0
LOC124900983	0	0	0	0
LOC105378995	0	0	0	0
LOC105378998	0	0	0	0
LOC124900610	0	0	0	0
KIF2A	998	1088	1070	1103
DIMT1	82	81	84	70
IPO11	203	197	165	162
IPO11-LRRC70	1	0	0	1
LRRC70	10	7	8	6
LOC107986416	1	2	0	2
LOC105378999	0	1	0	0
HTR1A	0	0	0	1
RNF180	333	355	375	358
RGS7BP	39	42	72	76
LOC124900984	0	1	0	0
SHISAL2B	4	4	1	1
SREK1IP1	336	330	317	295
LOC124900985	55	73	55	64
CWC27	584	650	574	545
LOC107986419	0	1	0	0
ADAMTS6	828	885	676	686
LOC124900986	22	32	16	15
CENPK	135	107	94	78
PPWD1	429	406	352	312
TRIM23	570	551	515	448
TRAPPC13	399	364	358	357
SHLD3	11	16	17	10
SGTB	94	117	113	101
NLN	346	394	447	440
ERBIN	2566	2353	2235	2267
LOC100303749	27	21	22	10
LOC124900212	1	0	1	0
LOC124900987	167	183	208	211
SREK1	1355	1500	1214	1201
LOC401191	15	14	32	16
LINC02065	1	5	4	2
LOC124901219	1	0	0	0
LOC124901205	0	0	2	2
LOC105379004	0	0	0	0
LOC124900988	5	2	14	2
LOC105379003	1	2	4	4
LOC105379002	0	4	5	0
LINC02229	0	0	1	0
MAST4	1984	1994	1575	1617
MAST4-AS1	32	22	11	26
CD180	1	0	0	3
LOC124900989	0	2	2	0
LOC101928819	0	0	0	0
LINC02242	0	1	0	0
LINC02997	16	10	8	13
LOC105379007	0	0	0	0
LOC107986420	0	0	0	0
LOC124900990	0	0	0	0
LINC02219	0	0	0	0
PIK3R1	1604	1743	1286	1273
LOC105379013	0	0	2	6
LOC105379012	0	0	0	0
LOC105379011	1	3	1	3
LOC105379010	0	0	0	0
LOC124900991	0	0	0	0
LOC124900198	0	0	0	0
LOC105379015	0	0	0	1
LOC107984116	0	0	0	1
LINC02198	0	0	1	0
SLC30A5	699	758	981	925
SNORA50D	0	0	0	0
CCNB1	519	668	524	560
LOC124901203	0	0	0	0
LOC112267932	12	16	14	13
CENPH	123	160	94	98
MRPS36	115	143	160	157
CDK7	121	130	147	137
CCDC125	54	70	18	17
AK6	85	71	70	87
TAF9	482	562	508	550
RAD17	353	406	343	319
MARVELD2	78	73	26	23
LOC101928924	0	0	0	0
OCLN	39	28	13	15
SNORD13B-1	0	0	0	0
GTF2H2C	137	106	126	123
GUSBP3	0	0	0	0
LOC124900997	0	0	0	0
LOC105379623	0	0	0	0
LOC124900996	0	1	0	0
SERF1B	0	4	0	0
LOC107986372	0	0	0	0
SMN2	13	19	8	10
GUSBP14	9	14	10	8
LOC124900998	0	0	0	0
LOC105379021	0	0	0	0
GTF2H2B	82	69	66	59
GUSBP15	3	7	4	4
LOC441081	0	0	3	2
LOC124900992	3	3	2	5
LOC124900995	0	1	1	0
LOC105379020	0	0	0	0
LOC107986355	0	0	1	0
GUSBP16	19	7	14	10
LOC101929599	1	0	0	1
SERF1A	0	0	0	0
LOC107986373	0	0	0	0
SMN1	13	17	14	22
NAIP	56	63	56	29
LOC112267942	0	0	0	1
GTF2H2	110	109	106	100
OCLNP1	29	17	20	14
SNORD13B-2	0	1	0	0
LOC124900994	1	1	0	0
GUSBP17	0	1	1	0
LOC124900993	6	5	2	7
LOC105379016	0	0	0	0
LINC02197	12	8	9	5
LOC105379025	10	8	8	12
PMCHL2	18	14	31	15
LOC107987420	0	2	1	0
BDP1	1748	1673	1498	1599
LOC124900999	5	6	6	6
MCCC2	619	605	559	632
CARTPT	0	1	0	0
LOC105379027	0	1	1	0
LOC107986382	0	0	1	0
LOC124901000	0	0	0	0
LOC105379028	141	107	85	87
MAP1B	15393	16469	16307	17316
MIR4803	0	1	4	1
MRPS27	277	279	294	254
LOC107986422	83	80	81	73
PTCD2	227	222	263	246
ZNF366	0	0	0	0
LOC102503427	1	0	0	0
LINC02056	0	0	1	0
TNPO1-DT	4	6	2	5
TNPO1	1735	1953	1948	1867
MIR4804	2	0	3	2
FCHO2	244	305	218	212
LOC124901001	2	0	0	1
TMEM171	0	1	0	0
LOC105379030	0	0	0	0
TMEM174	1	0	0	0
LOC340090	1	0	0	0
LOC124901002	0	1	0	0
LOC105379031	0	0	0	0
LINC02230	0	0	0	0
LOC107986383	1	0	0	0
FOXD1	3	1	0	1
LINC01386	0	0	0	0
BTF3	1624	1929	1646	1633
ANKRA2	167	210	166	178
UTP15	219	182	181	189
ARHGEF28	8	5	4	7
LOC107986423	1	0	0	0
LOC105379034	0	0	0	0
LOC124901003	0	0	0	0
LINC02122	0	0	0	0
LOC105379035	0	0	0	0
LOC124901004	0	0	0	0
LINC01335	0	0	0	0
LINC01333	0	0	0	0
LINC01331	0	0	0	0
LOC124901005	0	0	1	1
ENC1	123	140	165	176
HEXB	129	191	132	134
GFM2	1020	1066	1036	1075
NSA2	618	650	538	657
FAM169A	205	234	197	173
FAM169A-AS1	0	0	0	1
LOC124900209	0	0	0	0
LOC105379039	0	0	0	0
LOC105379040	3	3	1	0
GCNT4	4	2	9	3
ANKRD31	5	5	4	2
LOC124901006	0	0	0	1
LOC124901007	0	0	0	0
HMGCR	719	792	739	631
CERT1	495	532	486	502
POLK	589	601	503	445
ANKDD1B	2	3	1	0
POC5	110	127	137	113
LOC441087	2	0	0	1
SV2C	302	358	1432	1396
SV2C-AS1	5	6	15	17
LOC105379042	4	3	16	7
IQGAP2	71	86	68	54
LOC101929109	0	0	2	0
F2RL2	11	6	6	5
NCRUPAR	0	0	0	0
F2R	188	161	155	156
LOC124901199	0	0	0	0
F2RL1	3	2	1	0
S100Z	6	9	5	8
CRHBP	350	428	14	14
AGGF1	429	453	412	477
ZBED3	240	284	321	357
SNORA47	9	3	14	7
PDE8B	37	52	31	27
ZBED3-AS1	100	104	107	89
LOC124901008	14	14	12	10
WDR41	846	873	925	917
LOC124901009	5	3	8	12
OTP	0	0	0	1
TBCA	220	265	252	263
LOC101929154	0	0	0	0
AP3B1	927	932	923	838
LOC124901010	0	1	0	0
SCAMP1-AS1	46	50	65	68
SCAMP1	656	696	723	575
LHFPL2	1458	1695	2243	2276
LOC124900191	0	3	8	7
ARSB	443	465	463	429
DMGDH	16	23	17	9
BHMT2	6	12	4	7
BHMT	4	6	3	4
LOC124901012	2	2	3	2
LOC124901011	27	25	25	20
LOC124900205	2	3	2	2
JMY	646	665	567	548
LOC102724530	23	16	14	14
LOC101929201	31	33	29	43
HOMER1	1512	1554	1132	1126
LOC107986426	99	66	50	36
LOC124901013	0	0	1	0
LOC105379047	4	0	0	0
LOC124901014	2	1	0	1
TENT2	733	700	596	577
CMYA5	9419	9776	6277	6603
LOC102724557	3	9	2	6
LOC105379048	0	2	1	0
LINC01455	0	0	0	1
MTX3	817	799	728	643
THBS4	172	183	89	102
THBS4-AS1	14	14	19	14
SERINC5	455	428	852	813
LOC124901201	0	0	0	1
LOC644936	0	0	0	0
LOC124900204	0	0	0	0
LOC124901015	0	0	0	0
SPZ1	0	0	0	0
CRSP8P	2	2	1	1
ZFYVE16	1830	1893	1370	1308
FAM151B-DT	1	0	1	2
FAM151B	25	21	14	20
ANKRD34B	4	2	4	4
LINC01337	1	5	1	0
DHFR	567	577	422	398
MSH3	375	419	405	414
LOC107986428	57	47	71	78
RASGRF2-AS1	0	0	0	0
RASGRF2	15	21	9	15
LOC124901017	2	6	4	4
CKMT2	537	621	955	981
CKMT2-AS1	96	122	89	110
ZCCHC9	120	153	114	124
ACOT12	23	18	15	7
SSBP2	2191	2317	2121	2171
LOC107986384	3	0	1	1
LOC107986385	2	1	0	0
LOC124901018	0	1	2	1
ATG10	249	256	280	266
RPS23	3323	3749	3546	3575
ATP6AP1L	85	99	64	59
LOC124901019	1	3	3	0
LOC105379050	11	7	4	7
LOC124901020	5	2	3	1
MIR3977	0	0	1	0
LINC01338	14	9	13	15
LOC107986430	0	0	0	0
LOC105379051	2	5	1	1
LOC105379052	9	4	4	4
TMEM167A	1287	1351	1334	1143
SCARNA18	5	3	7	0
XRCC4	938	877	661	649
LOC105379053	0	3	3	3
VCAN	32080	34189	29308	29923
VCAN-AS1	74	83	80	44
LOC124901021	249	231	190	216
HAPLN1	11	22	28	25
LOC107986386	0	0	0	0
EDIL3	87	116	45	41
EDIL3-DT	2	1	2	0
LOC105379059	0	1	0	0
LOC101929321	0	0	0	0
LOC105379061	1	0	0	0
LOC105379062	0	0	0	0
LOC105379063	0	0	0	1
NBPF22P	1	0	0	0
LOC105379064	1	0	2	0
COX7C	1799	2112	1980	2250
SNORD138	1	3	2	3
LINC02059	0	3	0	0
LOC645261	0	0	0	1
LOC105379065	0	0	0	0
MIR4280	0	0	0	0
LOC101929380	0	0	1	0
LINC01949	1	0	2	1
RASA1	488	487	483	454
LOC124901022	54	64	54	54
CCNH	213	200	211	208
LOC644285	65	57	46	66
LOC105379066	1	0	1	0
LINC02144	0	0	0	1
LINC02488	0	0	0	0
LOC124901023	0	2	0	0
LOC105379070	0	0	0	0
TMEM161B	628	687	584	521
TMEM161B-DT	82	93	63	68
LOC124900200	2	2	0	0
LINC02060	11	6	1	11
LINC00461	3	0	0	5
MIR9-2	0	0	0	0
MEF2C-AS2	0	0	0	0
LOC124901024	0	0	0	0
MEF2C	1442	1374	1747	1686
MEF2C-AS1	9	14	16	4
LOC105379074	0	0	0	0
LOC105379073	0	0	0	0
LOC107986387	0	0	0	0
LINC02161	1	0	1	0
LOC124901184	0	0	0	0
LOC102724637	6	2	3	5
MIR3660	0	0	0	0
LINC01339	3	4	3	1
CETN3	95	162	110	112
LOC731157	5	3	4	3
MBLAC2	52	73	53	53
POLR3G	45	53	45	48
LYSMD3	292	315	268	238
ADGRV1	223	251	102	126
LOC105379077	0	2	0	0
LOC107986432	4	2	6	3
LOC107986433	0	0	0	0
LUCAT1	4	0	3	7
ARRDC3	723	758	830	776
ARRDC3-AS1	22	33	15	10
LOC107986434	35	25	23	6
LOC105379078	3	8	2	3
LOC105379080	0	5	3	4
LOC105379082	1	0	3	0
LINC02058	0	0	1	0
LOC107986388	0	0	0	0
LOC124901025	1	0	0	0
LOC105379083	0	0	0	0
NR2F1-AS1	2	1	1	0
LOC124901026	0	0	0	0
NR2F1	3	3	2	0
LOC124901027	0	0	0	0
FAM172A	116	144	218	201
MIR2277	0	0	0	0
LOC124901028	6	4	4	9
POU5F2	14	21	37	30
LOC105379087	2	4	4	7
KIAA0825	163	175	187	213
SLF1	225	255	249	219
MCTP1	44	45	60	35
LOC105379085	0	1	1	0
LOC105379089	0	0	0	0
FAM81B	9	6	7	5
SKIC3	1927	1872	1889	1912
ARSK	112	111	109	116
GPR150	0	0	1	0
LOC112267933	0	0	0	0
RFESD	5	3	7	1
SPATA9	23	31	19	16
LOC105379090	3	3	0	2
RHOBTB3	3697	3930	3478	3471
GLRX	425	506	424	475
LOC124901029	3	3	7	1
LOC102724720	0	3	1	5
LINC01554	3	0	3	6
LOC105379091	1	5	8	6
ELL2	392	406	473	493
LOC101929710	1	1	1	3
LOC105379096	4	2	2	2
MIR583	1	0	0	1
LOC105379675	4	4	4	4
LOC124901032	2	2	1	0
LOC107986365	2	3	6	0
LOC124901034	2	0	3	2
PCSK1	29	18	23	25
CAST	1238	1363	1712	1587
LOC107986363	76	64	88	65
ERAP1	233	277	271	235
LOC124901031	13	30	17	27
LOC124901033	14	12	10	14
ERAP2	69	54	69	58
LOC124901030	2	1	1	2
LNPEP	4401	4202	3921	3822
LIX1-AS1	67	70	116	128
LIX1	936	919	1756	1628
RIOK2	285	314	292	297
LINC01340	1	1	1	0
LINC02234	4	1	3	3
LINC01846	0	0	0	0
RGMB	326	327	287	299
RGMB-AS1	0	0	0	0
LOC105379099	1	1	0	1
CHD1	705	679	554	538
CHD1-DT	0	0	0	0
LOC100289230	72	77	62	53
LOC107986436	4	2	3	4
LINC02113	0	0	0	0
LOC105379101	0	0	1	0
GUSBP19	5	3	5	2
LOC105379100	19	22	14	15
FAM174A-DT	3	4	1	0
FAM174A	46	48	42	49
ST8SIA4	6	4	4	2
MIR548P	0	0	0	0
LOC107986437	1	1	1	0
LOC107986438	0	0	0	0
LOC105379102	0	1	0	0
SLCO4C1	14	13	19	12
SLCO6A1	5	5	7	6
LOC124901035	1	0	0	0
LOC124901036	0	0	0	3
LINC00492	0	0	1	0
LINC00491	15	18	13	19
LOC105379104	11	12	9	9
PAM	5068	5552	4053	3658
LOC105379105	3	0	1	1
GIN1	96	123	112	103
PPIP5K2	789	812	838	800
LOC124901037	1	1	0	0
MACIR	59	62	88	66
LINC02115	1	3	1	4
NUDT12	168	200	159	138
LOC105379107	2	4	2	5
LOC101930276	1	0	0	0
NIHCOLE	1	0	0	0
LOC105379109	0	0	0	0
RAB9BP1	0	0	0	0
LOC105379110	0	0	0	0
LINC01950	0	0	0	0
EFNA5	264	289	249	261
LOC124901038	79	69	75	52
LOC124901039	0	0	0	0
FBXL17	1013	1091	1084	1017
LOC105379114	0	0	0	0
LOC107986440	1	0	2	1
LINC01023	2	2	2	2
FER	1125	1157	1154	1141
LOC124901040	243	249	253	218
LOC285638	45	50	55	55
PJA2	2641	2674	2452	2380
LOC105379117	2	0	0	0
LOC124901041	5	3	2	1
MAN2A1	367	413	303	307
LINC01848	0	0	0	0
LOC105379119	0	0	0	0
TMEM232	162	161	260	214
MIR548F3	0	1	0	0
LOC124900207	0	1	0	0
SLC25A46	411	448	444	385
LOC105379121	0	0	0	0
TSLP	10	15	10	14
WDR36	589	672	607	588
CAMK4	166	207	214	234
STARD4	1713	1864	1972	1816
STARD4-AS1	2457	2509	2289	2093
LOC105369177	3	13	8	13
LOC124901042	4	6	10	5
NREP	26553	29772	33078	32235
LOC105379122	0	1	1	1
NREP-AS1	1	0	3	7
EPB41L4A	839	882	1108	1187
EPB41L4A-AS1	133	160	131	154
SNORA13	5	3	2	0
LOC124901044	12	16	35	26
LOC101927023	22	5	17	16
EPB41L4A-DT	2	6	5	5
LOC124901043	0	0	0	0
LINC02200	1	1	6	9
LOC102467216	0	0	0	1
APC	1640	1830	1979	2005
SRP19	383	428	406	461
REEP5	1062	1201	1572	1567
LOC105379123	3	7	8	9
LOC105379126	0	0	1	1
DCP2	624	647	648	550
MCC	2335	2518	2285	2114
LOC124901045	54	64	50	44
LOC107986366	3	8	8	11
TSSK1B	1	8	5	7
LOC124901046	1	1	0	0
YTHDC2	718	791	655	660
LOC107986441	1	1	5	5
LOC105379127	0	0	3	0
LOC124901047	4	3	10	9
KCNN2	309	369	657	647
LOC101927078	58	63	116	100
LINC01957	0	0	0	0
TRIM36	68	81	60	58
PGGT1B	461	456	438	409
CCDC112	110	113	143	137
LOC105379129	0	0	1	0
LOC105379130	0	2	6	7
FEM1C	698	678	853	799
TMED7-TICAM2	0	0	0	0
TICAM2	0	0	0	1
TICAM2-AS1	11	7	8	8
TMED7	401	441	462	358
LOC102467217	0	0	0	0
LOC124901048	0	0	0	0
CDO1	58	52	47	53
LOC124901049	3	6	6	6
ATG12	227	234	211	263
AP3S1	222	229	229	225
LINCADL	1	0	0	0
LVRN	8	10	5	2
ARL14EPL	2	0	0	0
COMMD10	175	192	149	136
MIR12130	0	0	3	1
LOC101927190	20	26	20	9
SEMA6A	329	405	757	815
SEMA6A-AS1	18	23	18	23
SEMA6A-AS2	8	10	3	11
LINC02214	0	0	0	0
LOC105379133	0	0	1	0
LOC105379136	0	0	0	0
LOC105379135	0	0	0	0
LOC105379134	0	0	0	0
LOC105379137	0	0	0	0
LOC107986375	0	0	0	0
LOC105379138	0	0	0	0
LOC105379139	0	0	0	0
LINC00992	0	0	0	0
LOC124900192	0	0	0	0
LOC124901050	0	0	0	0
LINC02147	0	1	0	0
LOC124901051	0	0	0	0
LINC02148	0	0	3	3
LINC02208	4	4	11	16
LINC02216	0	0	0	2
LINC02215	0	1	1	4
LOC124901052	2	4	4	4
DTWD2	200	253	222	205
MIR1244-2	11	11	11	18
DMXL1-DT	0	1	0	0
LOC124901209	0	0	1	2
DMXL1	1509	1600	1484	1347
MIR5706	1	1	1	1
TNFAIP8	89	91	194	178
LOC102723444	28	25	57	58
HSD17B4	1368	1513	1613	1568
LOC107986444	3	2	0	5
LOC124901198	0	0	0	0
FAM170A	1	1	0	0
LOC105379144	0	0	0	1
LOC124901053	0	0	0	0
LOC124901054	1	1	2	1
PRR16	24	36	61	63
LOC105379147	0	0	0	0
LOC102467226	0	0	1	0
LOC105379150	0	0	0	0
LOC105379149	0	0	1	0
FTMT	0	0	0	0
LOC105379148	0	0	0	1
SRFBP1	223	272	237	243
LOX	69	84	37	58
ZNF474-AS1	5	1	1	3
ZNF474	1	3	1	2
LOC100505841	0	2	0	0
SNCAIP	70	65	97	102
MGC32805	3	7	1	3
LOC107986446	11	10	9	23
LOC105379151	0	0	1	2
LOC101927357	0	0	0	0
LINC02201	2	0	0	2
SNX2	935	1052	1008	1210
LOC105379154	46	60	64	56
SNX24	265	287	311	303
LOC124901213	7	6	5	9
PPIC	656	770	994	1000
PPIC-AS1	22	38	39	39
PRDM6-AS1	14	5	29	17
PRDM6	60	59	228	226
CEP120	416	414	498	437
CSNK1G3	611	618	753	734
LINC01170	0	4	6	1
LOC101927397	2	6	7	6
LOC107986448	2	4	4	6
LOC105379155	5	3	2	4
ZNF608	3691	3811	4499	4262
LOC105379156	0	0	0	0
LOC105379157	0	0	0	1
LOC107986391	0	0	0	0
LOC124901055	0	0	0	1
LOC105379158	0	0	0	0
LOC101927421	1	1	1	0
LOC124901056	5	1	10	6
LINC02240	3	2	0	3
LINC02039	0	1	1	1
LOC101927488	0	0	0	0
GRAMD2B	213	238	274	270
LOC101927514	0	0	0	1
ALDH7A1	1026	1089	1233	1280
PHAX	272	311	273	227
TEX43	1	1	0	2
LOC105379162	0	0	0	0
LMNB1-DT	1	0	2	1
LMNB1	406	452	353	321
MARCHF3	453	510	432	420
LOC105379163	16	18	10	8
C5orf63	10	9	4	5
LOC105379198	3	1	0	0
MEGF10	126	144	143	125
LOC124901057	5	4	1	2
LOC105379199	2	0	2	2
PRRC1	643	724	694	672
LOC124901058	9	12	6	7
CTXN3	0	1	0	0
LOC105379164	0	0	0	0
CCDC192	5	12	3	9
LOC124901059	3	3	9	1
SLC12A2-DT	125	166	164	168
SLC12A2	520	513	672	564
FBN2	16468	16213	23979	22485
LOC105379167	0	3	1	0
LOC105379168	2	2	2	0
SLC27A6	421	439	417	417
LOC102723638	8	4	10	11
LOC124901060	65	42	66	61
ISOC1	947	1092	1147	1113
MIR4633	1	0	0	2
LOC102723654	10	9	29	28
LOC105379169	4	6	22	19
MIR4460	0	0	1	1
ADAMTS19-AS1	14	15	29	27
ADAMTS19	665	651	1940	1838
MINAR2	12	8	24	29
LOC112267944	1	0	5	0
CHSY3	417	378	233	254
LOC105379171	2	8	5	2
LOC107986449	0	0	1	0
LOC105379172	0	0	0	0
HINT1	1255	1577	1215	1282
LYRM7	279	272	298	240
LOC124901061	2	2	2	0
CDC42SE2	386	403	383	360
LOC105379173	215	193	184	187
RAPGEF6	701	784	734	675
FNIP1	755	828	603	589
MEIKIN	0	0	0	0
ACSL6	1	4	1	1
ACSL6-AS1	0	0	0	0
LOC124901062	0	0	0	0
LOC105379174	0	0	0	0
IL3	0	0	0	0
CSF2	0	0	0	0
P4HA2-AS1	2	0	0	0
P4HA2	189	211	121	93
MIR6830	1	0	0	0
PDLIM4	23	26	5	8
LOC124901063	0	1	1	0
SLC22A4	39	47	20	33
MIR3936HG	28	44	20	16
MIR3936	0	1	0	0
SLC22A5	134	155	82	94
IRF1-AS1	12	13	11	6
LOC124901064	70	71	63	57
IRF1	5	11	5	10
IL5	0	1	2	1
RAD50	791	780	837	871
TH2LCRR	5	6	4	4
IL13	1	0	1	0
IL4	1	0	0	0
LOC105379176	0	0	2	0
KIF3A	288	321	280	261
CCNI2	12	16	12	14
SEPTIN8	634	691	651	661
SOWAHA	0	0	0	1
SHROOM1	21	11	6	15
LOC124901190	1	0	1	0
GDF9	11	3	9	7
UQCRQ	450	524	498	545
LEAP2	45	52	50	58
AFF4	3475	3546	3329	3292
LOC124901065	0	0	0	0
ZCCHC10	104	104	94	73
HSPA4	2239	2421	2190	2283
LOC105379178	1	0	0	0
FSTL4	2	2	1	3
CTB-49A3.2	0	0	0	1
LOC124901067	0	0	0	0
LOC124901068	0	1	0	0
CTB-3M24.3	0	1	0	0
MIR1289-2	0	0	0	0
LOC124901066	2	0	0	0
LOC124901210	0	0	0	0
WSPAR	0	0	0	0
LOC105379182	3	2	0	1
C5orf15	888	943	959	909
LOC105379183	3	3	5	6
VDAC1	3196	3630	3972	3996
LOC124901069	2	1	0	0
TCF7	56	47	50	46
SKP1	1939	2171	2113	2247
PPP2CA	1505	1654	1565	1474
MIR3661	0	0	0	0
CDKL3	75	62	46	69
UBE2B	581	722	704	720
CDKN2AIPNL	139	150	146	143
LINC02999	0	3	3	1
LINC01843	0	1	0	2
LOC124901070	2	6	2	0
JADE2	87	70	48	43
LOC124901191	0	0	0	0
SAR1B	1325	1331	1331	1184
SEC24A	391	460	407	438
LOC124901192	0	0	0	0
CAMLG	116	128	104	117
DDX46	1007	1154	1057	1072
C5orf24	1865	1896	1458	1583
TXNDC15	221	262	284	285
LOC124901071	0	0	0	0
PCBD2	107	142	151	167
CATSPER3	12	10	13	10
PITX1	0	1	0	2
PITX1-AS1	102	113	108	155
EPIST	0	1	0	0
LOC124901072	0	0	0	0
LINC02900	1	1	1	1
MACROH2A1	1858	2125	2052	2180
DCANP1	0	0	0	0
TIFAB	0	0	0	0
LOC124901073	0	0	0	0
NEUROG1	0	0	0	0
CXCL14	2	6	22	32
SLC25A48	8	6	9	6
SLC25A48-AS1	0	0	1	1
MIR5692C1	0	0	0	0
LOC107986453	0	0	0	0
LOC124901074	0	0	0	0
IL9	0	0	0	0
FBXL21P	1	0	0	0
LECT2	1	0	0	0
LOC105379189	0	0	0	0
TGFBI	17	24	8	7
VTRNA2-1	0	0	0	0
SMAD5-AS1	5	7	7	7
SMAD5	860	950	837	779
SMIM32	1	1	0	2
TRPC7	1	2	0	1
TRPC7-AS1	2	1	0	1
TRPC7-AS2	0	0	0	0
LOC124901075	0	0	0	0
LOC124901076	24	24	4	13
CTB-1I21.1	99	91	71	57
SPOCK1	835	919	2894	2995
LOC105379192	4	6	13	11
KLHL3	403	437	526	470
MIR874	2	0	1	1
HNRNPA0	224	273	271	203
NPY6R	662	702	685	776
PKD2L2-DT	6	10	5	8
LOC107986368	3	1	3	4
MYOT	85	94	15	23
PKD2L2	29	19	18	17
FAM13B	799	928	1059	1015
FAM13B-AS1	15	12	4	6
LOC124901077	0	4	2	4
WNT8A	0	0	0	1
NME5	86	79	65	88
LOC124901208	0	0	0	0
BRD8	547	566	572	547
KIF20A	800	874	738	734
CDC23	473	495	466	408
GFRA3	3	4	2	5
CDC25C	77	63	60	59
LOC100128966	1	2	1	2
FAM53C	352	369	349	313
KDM3B	1909	2038	2162	2124
REEP2	88	66	75	89
EGR1	352	396	322	374
LOC124901078	0	1	1	0
ETF1	1198	1191	1157	1173
HSPA9	2764	3168	3006	2993
SNORD63B	6	8	7	6
SNORD63	3	5	1	4
LOC105379193	2	0	0	2
LOC124901196	0	0	0	0
CTNNA1-AS1	4	2	0	0
CTNNA1	2431	2750	2449	2560
LRRTM2	108	95	82	97
SIL1	67	67	53	65
LOC124901079	116	122	78	70
LOC124901080	4	3	1	2
LOC124901081	2	2	0	3
MATR3	4441	4937	4418	4460
SNHG4	81	93	76	76
SNORA74D	0	3	3	1
SNORA74A	0	0	1	0
PAIP2	963	1121	949	1002
SLC23A1	21	18	26	24
MZB1	1	1	0	2
PROB1	24	35	29	39
SPATA24	17	13	23	15
DNAJC18	217	212	183	188
LOC124901082	2	1	2	0
ECSCR	0	2	1	0
SMIM33	1	0	0	0
STING1	204	229	431	432
LOC124901083	2	3	2	1
UBE2D2	493	576	691	694
CXXC5	356	363	365	378
CXXC5-AS1	2	0	0	1
LOC124901084	0	0	1	0
LOC124901085	0	0	0	0
PSD2-AS1	1	1	0	0
PSD2	2	5	0	1
NRG2	9	10	7	9
LOC124900193	2	2	2	3
MALINC1	1	3	1	1
PURA	419	432	409	403
IGIP	107	97	109	109
LOC124901086	0	0	4	1
LOC101929719	3	2	1	0
CYSTM1	216	255	329	321
PFDN1	729	814	611	658
HBEGF	445	429	151	131
SLC4A9	1	4	2	3
LOC124901087	2	3	3	3
ANKHD1-EIF4EBP3	5	7	11	10
ANKHD1	50	63	57	63
EIF4EBP3	3	3	1	0
SRA1	105	123	115	113
APBB3	35	38	20	17
MIR6831	0	0	0	0
SLC35A4	302	357	364	386
LOC112267855	0	1	0	0
LOC124900208	0	0	1	0
TMCO6	53	90	51	47
CD14	6	8	2	0
NDUFA2	68	78	81	64
IK	886	1081	965	1076
MIR3655	0	0	0	0
LOC124901088	2	9	2	2
WDR55	56	70	55	73
DND1	0	3	1	2
HARS1	264	296	312	397
HARS2	206	244	206	203
ZMAT2	72	88	101	106
LOC105378198	0	2	0	2
VTRNA1-1	0	0	0	0
VTRNA1-2	0	0	0	0
VTRNA1-3	4	1	0	0
PCDHA1	8	13	8	2
PCDHA2	25	34	33	30
LOC124901089	33	49	38	37
PCDHA3	10	11	4	6
PCDHA4	115	130	99	90
PCDHA5	44	52	58	38
PCDHA6	19	27	23	14
